"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.075508564E0,6.276005507E-1,1.622241974E0,-4.268226147E0,4.609046096E0
2.083534555E0,4.898600578E-1,1.494627476E0,-4.621586800E0,4.881899089E0
2.091591063E0,6.817204952E-1,1.929419041E0,-4.935961723E0,5.343324696E0
2.099617054E0,9.035009146E-1,2.380036592E0,-5.153528690E0,5.748021055E0
2.107643045E0,9.686115980E-1,2.487169743E0,-5.250340939E0,5.889847343E0
2.115669036E0,7.028278112E-1,2.368729115E0,-5.085081100E0,5.653573591E0
2.123725545E0,4.784293175E-1,2.091970921E0,-4.653085232E0,5.124103738E0
2.131751536E0,3.222859502E-1,1.667026043E0,-4.161094189E0,4.494168322E0
2.139777527E0,6.433240771E-1,1.672648191E0,-3.825044632E0,4.224048328E0
2.147803518E0,6.024239063E-1,1.719196796E0,-3.576232910E0,4.013476550E0
2.155829510E0,1.782789230E-1,1.594675303E0,-3.534574986E0,3.881751283E0
2.163886018E0,-3.837184012E-1,9.952808619E-1,-3.685906410E0,3.837151270E0
2.171912009E0,-1.146867275E-1,1.048470140E0,-3.884046078E0,4.024705780E0
2.179938000E0,1.414042711E-1,1.350075245E0,-4.063807487E0,4.284533770E0
2.187963992E0,3.535493612E-1,1.739448547E0,-4.131893635E0,4.497023839E0
2.195989983E0,4.876176119E-1,2.116679668E0,-4.265024185E0,4.786286144E0
2.204046491E0,5.800690651E-1,2.492499828E0,-4.304697990E0,5.007939726E0
2.212072483E0,6.006410122E-1,2.846407652E0,-4.166456223E0,5.081551299E0
2.220098474E0,4.468871057E-1,3.087742567E0,-3.857306480E0,4.961116359E0
2.228124465E0,4.366755784E-1,3.373823881E0,-3.434873104E0,4.834431340E0
2.236150456E0,4.061463177E-1,3.813930273E0,-2.674345493E0,4.675803971E0
2.244206965E0,2.701982856E-1,4.098423004E0,-1.757785320E0,4.467648987E0
2.252232956E0,1.428245008E-1,4.280351162E0,-8.121576309E-1,4.359060097E0
2.260258947E0,1.653869748E-1,4.357721806E0,3.373165131E-1,4.373885528E0
2.268284938E0,2.303768992E-1,4.188418388E0,1.127473831E0,4.343629744E0
2.276341446E0,2.077051997E-1,3.837065220E0,1.545722008E0,4.141915919E0
2.284367437E0,3.493409753E-1,3.409065485E0,1.663697243E0,3.809416637E0
2.292393428E0,5.593073964E-1,3.085061312E0,1.823691368E0,3.627158429E0
2.300419419E0,7.596428394E-1,3.052637577E0,2.280328751E0,3.885299555E0
2.308445411E0,1.014285803E0,3.056967258E0,2.749518394E0,4.234817105E0
2.316501919E0,1.129893422E0,3.038782120E0,3.270001411E0,4.604754624E0
2.324527910E0,1.264973640E0,2.810069084E0,3.516106606E0,4.675430700E0
2.332553901E0,1.510483742E0,2.674334049E0,3.415719032E0,4.593556384E0
2.340579892E0,1.450224638E0,2.645509005E0,3.179477692E0,4.383029521E0
2.348605883E0,9.743946195E-1,2.695645571E0,3.085072517E0,4.211130769E0
2.356631875E0,4.376202822E-2,2.295529842E0,3.345549583E0,4.057594655E0
2.364688383E0,-1.888154149E-1,2.641548395E0,4.109210968E0,4.888664845E0
2.372714374E0,3.003183603E-1,2.402896404E0,5.129492760E0,5.672371481E0
2.380740366E0,9.694664478E-1,1.105618000E0,6.495109558E0,6.659482302E0
2.388766357E0,1.277719021E0,1.387364268E-1,7.442443848E0,7.552601149E0
2.396792348E0,1.345480800E0,-6.891815364E-2,7.931285858E0,8.044896746E0
2.404848857E0,1.754705667E0,6.758164167E-1,7.737523079E0,7.962724609E0
2.412874848E0,2.122737885E0,9.169455767E-1,6.900013924E0,7.277155864E0
2.420900839E0,1.499407530E0,1.018834352E0,5.959410667E0,6.229030573E0
2.428926830E0,1.083616376E0,1.156032324E0,4.694698334E0,4.954879174E0
2.436952821E0,9.703264236E-1,1.148656011E0,3.035920143E0,3.387883575E0
2.445009330E0,-3.196976781E-1,1.742888689E0,1.860911369E0,2.569602832E0
2.453035321E0,3.901755810E-2,1.020123482E0,8.778305054E-1,1.346388014E0
2.461061312E0,-8.604454398E-1,1.183815956E0,5.949831009E-1,1.579807413E0
2.469087303E0,-3.373413086E-1,5.468651056E-1,3.859405518E-1,7.495403336E-1
2.477113294E0,7.540774345E-2,1.050565168E-1,-1.439237595E-1,1.934870746E-1
2.485169802E0,-6.283570528E-1,-2.022325993E-1,-3.861083984E-1,7.647289097E-1
2.493195793E0,-6.179430485E-1,-3.165951967E-1,-6.852207184E-1,9.755068235E-1
2.501221785E0,-9.220417738E-1,8.776371181E-2,-1.434128761E0,1.707216684E0
2.509247776E0,-1.344863892E0,4.533982277E-1,-1.898353577E0,2.370226812E0
2.517304284E0,-1.743676543E0,5.848859549E-1,-2.388710022E0,3.014703142E0
2.525330275E0,-1.747732520E0,7.684823275E-1,-2.877750397E0,3.453488294E0
2.533356266E0,-1.555903435E0,1.225695372E0,-3.244069576E0,3.800940944E0
